id                                   ; product type      ; product group          ; manufacturer  ; name                                                                      ; url                                                                                        ; price  ; building_type                                   ; power   ; type                    ; material                        ; hot water                                                                                                                                                                    ; control                                                                                                                                    ; description                         
e0fd8d7f-017d-3af7-b3f9-7dbd05f99b50 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-0H                                                           ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-S5             ;        ;" Einfamilienhaus; Handel; Gewerbe              "; 25.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  "; keine                                                                                                                                                                        ; TopTronic®                                                                                                                                 ;                                     
e0fd8d7f-017d-3af7-b3f9-7dbd05f99b50 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-0H                                                           ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-1I-2H-1DS-DWV  ;        ;" Einfamilienhaus; Handel; Gewerbe              "; 25.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  "; keine                                                                                                                                                                        ; ohne Hilfsenergie                                                                                                                          ;                                     
5e26cbf2-f2f2-3432-b044-5c739968c9d6 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-0H                                                           ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-1I-2H-1DS-DWV  ;        ;" Mehrfamilienhaus; Handel; Gewerbe             "; 32.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  "; keine                                                                                                                                                                        ; ohne Hilfsenergie                                                                                                                          ;                                     
f84f3f4b-af4b-3df0-8830-ca06770b844a ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-0H                                                           ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-S5             ;        ;" Mehrfamilienhaus; Handel; Gewerbe             "; 37.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  "; keine                                                                                                                                                                        ; TopTronic®                                                                                                                                 ;                                     
543d08b2-4878-399d-87bc-56b2879fc455 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-0H                                                           ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-1I-2H-1DS-DWV  ;        ;" Mehrfamilienhaus; Handel; Gewerbe             "; 58.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  "; keine                                                                                                                                                                        ; ohne Hilfsenergie                                                                                                                          ;                                     
b856e19c-e303-3fa9-85bc-8b7f1861455f ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-0H                                                           ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-S5             ;        ;" Mehrfamilienhaus; Handel; Gewerbe             "; 70.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  "; keine                                                                                                                                                                        ; TopTronic®                                                                                                                                 ;                                     
cadbee2c-e491-3c8d-a257-81b95d7301b4 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-0H                                                           ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-S5             ;        ;" Mehrfamilienhaus; Handel; Gewerbe             "; 84.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  "; keine                                                                                                                                                                        ; TopTronic®                                                                                                                                 ;                                     
9ad16f3e-bd15-3192-87a2-5c0ea3f81d84 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-1H-1DD                                                       ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-1I-1H-0IS      ;        ;" Einfamilienhaus; Handel; Gewerbe              "; 25.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  ";" Trinkwarmwassererwärmung im Durchflussprinzip am Wärmenetz angeschlossen; Trinkwarmwasserzirkulationspumpe nicht in der Station enthalten;                                 "; TopTronic®                                                                                                                                 ;                                     
b5db3a7e-63c3-3430-b722-6900ddd7dee1 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-1H-1DD                                                       ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-1I-1H-0IS      ;        ;" Mehrfamilienhaus; Handel; Gewerbe             "; 37.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  ";" Trinkwarmwassererwärmung im Durchflussprinzip am Wärmenetz angeschlossen; Trinkwarmwasserzirkulationspumpe nicht in der Station enthalten;                                 "; TopTronic®                                                                                                                                 ;                                     
84d7cc45-4a22-37d7-8591-8de3742ca522 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-1H-1DD                                                       ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-1I-1H-0IS      ;        ;" Mehrfamilienhaus; Handel; Gewerbe             "; 70.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  ";" Trinkwarmwassererwärmung im Durchflussprinzip am Wärmenetz angeschlossen; Trinkwarmwasserzirkulationspumpe nicht in der Station enthalten;                                 "; TopTronic®                                                                                                                                 ;                                     
66a69d2c-9be3-3aa6-b0ab-c76bfbe3f988 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-1H-1DD                                                       ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-1I-1H-0IS      ;        ;" Mehrfamilienhaus; Handel; Gewerbe             "; 84.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  ";" Trinkwarmwassererwärmung im Durchflussprinzip am Wärmenetz angeschlossen; Trinkwarmwasserzirkulationspumpe nicht in der Station enthalten;                                 "; TopTronic®                                                                                                                                 ;                                     
5b8269fc-8b79-3bc6-b66a-dd4c0b390ca1 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-1H-1IS                                                       ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-1I-1H-1DS      ;        ;" Einfamilienhaus; Handel; Gewerbe              "; 25.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  ";" Trinkwarmwassererwärmung im Speicherprinzip an der Hausanlage Heizung angeschlossen; Registerspeicher und Trinkwarmwasserzirkulationspumpe nicht in der Station enthalten  "; TopTronic®                                                                                                                                 ;                                     
ba490e69-e36b-3cd8-acc2-c59496301109 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-1H-1IS                                                       ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-1I-1H-1DS      ;        ;" Mehrfamilienhaus; Handel; Gewerbe             "; 37.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  ";" Trinkwarmwassererwärmung im Speicherprinzip an der Hausanlage Heizung angeschlossen; Registerspeicher und Trinkwarmwasserzirkulationspumpe nicht in der Station enthalten  "; TopTronic®                                                                                                                                 ;                                     
465ed65e-9a6b-3bfd-bde0-7a6f4e5e104f ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-1H-1IS                                                       ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-1I-1H-1DS      ;        ;" Mehrfamilienhaus; Handel; Gewerbe             "; 70.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  ";" Trinkwarmwassererwärmung im Speicherprinzip an der Hausanlage Heizung angeschlossen; Registerspeicher und Trinkwarmwasserzirkulationspumpe nicht in der Station enthalten  "; TopTronic®                                                                                                                                 ;                                     
1cfbc91c-5131-376e-a824-60be5ff169dc ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-1H-1IS                                                       ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-1I-1H-1DS      ;        ;" Mehrfamilienhaus; Handel; Gewerbe             "; 84.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  ";" Trinkwarmwassererwärmung im Speicherprinzip an der Hausanlage Heizung angeschlossen; Registerspeicher und Trinkwarmwasserzirkulationspumpe nicht in der Station enthalten  "; TopTronic®                                                                                                                                 ;                                     
b1b5f63d-8f9c-32a2-b005-6df8f7605ed4 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-1H                                                           ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-1I-0H-0IS      ;        ;" Einfamilienhaus; Handel; Gewerbe              "; 25.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  "; keine                                                                                                                                                                        ; TopTronic®                                                                                                                                 ;                                     
116df09d-a8b6-3bdb-bbc8-5db185cd1705 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-1H                                                           ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-1I-0H-0IS      ;        ;" Mehrfamilienhaus; Handel; Gewerbe             "; 37.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  "; keine                                                                                                                                                                        ; TopTronic®                                                                                                                                 ;                                     
35276240-af29-3e55-a878-3108d8bb1406 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-1H                                                           ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-1I-0H-0IS      ;        ;" Mehrfamilienhaus; Handel; Gewerbe             "; 70.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  "; keine                                                                                                                                                                        ; TopTronic®                                                                                                                                 ;                                     
c83e9232-a4a3-3860-bd48-e20ba451f10c ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-1H                                                           ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-1I-0H-0IS      ;        ;" Mehrfamilienhaus; Handel; Gewerbe             "; 84.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  "; keine                                                                                                                                                                        ; TopTronic®                                                                                                                                 ;                                     
981adf7b-e258-326a-8270-1e576dba971c ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-2H-1DD                                                       ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-1I-2H-1DD      ;        ;" Einfamilienhaus; Handel; Gewerbe              "; 25.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  ";" Trinkwarmwassererwärmung im Durchflussprinzip am Wärmenetz angeschlossen; Trinkwarmwasserzirkulationspumpe nicht in der Station enthalten;                                 "; TopTronic®                                                                                                                                 ;                                     
3d8bcf54-b0ec-3c40-9187-476c91afa8eb ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-2H-1DD                                                       ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-1I-2H-1DD      ;        ;" Mehrfamilienhaus; Handel; Gewerbe             "; 37.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  ";" Trinkwarmwassererwärmung im Durchflussprinzip am Wärmenetz angeschlossen; Trinkwarmwasserzirkulationspumpe nicht in der Station enthalten;                                 "; TopTronic®                                                                                                                                 ;                                     
db246c26-3b17-3d4c-8178-7b503b357261 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-2H-1DD                                                       ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-1I-2H-1DD      ;        ;" Mehrfamilienhaus; Handel; Gewerbe             "; 70.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  ";" Trinkwarmwassererwärmung im Durchflussprinzip am Wärmenetz angeschlossen; Trinkwarmwasserzirkulationspumpe nicht in der Station enthalten;                                 "; TopTronic®                                                                                                                                 ;                                     
94a41806-f1d3-3529-b5a1-fd7a617e0762 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|GIRO 1I-2H-1DD                                                       ; http://www.yados.de/pdf-katalog/yado-giro/#Waermeuebergabestation-YADO-GIRO-1I-2H-1DD      ;        ;" Mehrfamilienhaus; Handel; Gewerbe             "; 84.0    ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  ";" Trinkwarmwassererwärmung im Durchflussprinzip am Wärmenetz angeschlossen; Trinkwarmwasserzirkulationspumpe nicht in der Station enthalten;                                 "; TopTronic®                                                                                                                                 ;                                     
4d8cac54-0423-3dee-9483-4ff752d2a3e7 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|PRO 1I-0H                                                            ; http://www.yados.de/pdf-katalog/yado-pro/#6                                                ;        ;" Mehrfamilienhaus; Industrie; Handel; Gewerbe  "; 100.0   ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  "; keine                                                                                                                                                                        ; TopTronic®                                                                                                                                 ;                                     
37815a73-d11d-3486-b152-0f6ed1346888 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|PRO 1I-0H                                                            ; http://www.yados.de/pdf-katalog/yado-pro/#6                                                ;        ;" Mehrfamilienhaus; Industrie; Handel; Gewerbe  "; 1200.0  ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  "; keine                                                                                                                                                                        ; TopTronic®                                                                                                                                 ;                                     
79c80564-6a8d-314f-a5e1-96daf7f77106 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|PRO 1I-0H                                                            ; http://www.yados.de/pdf-katalog/yado-pro/#6                                                ;        ;" Mehrfamilienhaus; Industrie; Handel; Gewerbe  "; 150.0   ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  "; keine                                                                                                                                                                        ; TopTronic®                                                                                                                                 ;                                     
8e67f335-a88e-3d37-b192-413c62f0dd0d ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|PRO 1I-0H                                                            ; http://www.yados.de/pdf-katalog/yado-pro/#6                                                ;        ;" Mehrfamilienhaus; Industrie; Handel; Gewerbe  "; 200.0   ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  "; keine                                                                                                                                                                        ; TopTronic®                                                                                                                                 ;                                     
5a5092ef-d2c2-3b87-8d77-0f92ed91cfff ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|PRO 1I-0H                                                            ; http://www.yados.de/pdf-katalog/yado-pro/#6                                                ;        ;" Mehrfamilienhaus; Industrie; Handel; Gewerbe  "; 250.0   ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  "; keine                                                                                                                                                                        ; TopTronic®                                                                                                                                 ;                                     
d755ba6f-627b-35a2-b81e-a9971fdf44d2 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|PRO 1I-0H                                                            ; http://www.yados.de/pdf-katalog/yado-pro/#6                                                ;        ;" Mehrfamilienhaus; Industrie; Handel; Gewerbe  "; 300.0   ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  "; keine                                                                                                                                                                        ; TopTronic®                                                                                                                                 ;                                     
33fde457-28c3-357c-9a4a-55f5f5327278 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|PRO 1I-0H                                                            ; http://www.yados.de/pdf-katalog/yado-pro/#6                                                ;        ;" Mehrfamilienhaus; Industrie; Handel; Gewerbe  "; 400.0   ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  "; keine                                                                                                                                                                        ; TopTronic®                                                                                                                                 ;                                     
90012eaa-4ac4-3497-b2b9-227afe91e8c9 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|PRO 1I-0H                                                            ; http://www.yados.de/pdf-katalog/yado-pro/#6                                                ;        ;" Mehrfamilienhaus; Industrie; Handel; Gewerbe  "; 500.0   ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  "; keine                                                                                                                                                                        ; TopTronic®                                                                                                                                 ;                                     
6b2e53a5-9724-331b-9755-73e4d640c8ed ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|PRO 1I-0H                                                            ; http://www.yados.de/pdf-katalog/yado-pro/#6                                                ;        ;" Mehrfamilienhaus; Industrie; Handel; Gewerbe  "; 700.0   ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  "; keine                                                                                                                                                                        ; TopTronic®                                                                                                                                 ;                                     
8f6ea95d-8640-32e7-975a-cadf03306b49 ; TRANSFER_STATION  ; Hausübergabestationen  ; Yados         ; YADO|PRO 1I-0H                                                            ; http://www.yados.de/pdf-katalog/yado-pro/#6                                                ;        ;" Mehrfamilienhaus; Industrie; Handel; Gewerbe  "; 900.0   ; Plattenwärmeübertrager  ;" Edelstahl 1.4404; Cu-gelötet  "; keine                                                                                                                                                                        ; TopTronic®                                                                                                                                 ;                                     
849163f2-ab54-4693-a426-3e45d1043d05 ; TRANSFER_STATION  ; Hausübergabestationen  ; Enerpipe      ; Übergabestation Typ 15                                                    ; http://www.enerpipe.de/de/produkte/13627/uebergabestationen                                ;        ; EFH, MFH, kl. Industriegebäude                  ; 24      ; Plattenwärmetauscher    ; Edelstahl Kupfer gelötet        ; Externer Trinkwasserboiler,Puffer m. Hygienewendel/Frischwasserstation                                                                                                       ; EPC-Regler,Ausgang f. Primärventil/bis zu 3 Heizkreise/Boiler1/Boiler2(Zirkul.kreis), indiv. Außen- und oder raumtemp. Abhängige Regelung  ;                                     
5d30af88-a506-4673-8184-d7f780c038d6 ; TRANSFER_STATION  ; Hausübergabestationen  ; Enerpipe      ; Übergabestation Typ 25                                                    ; http://www.enerpipe.de/de/produkte/13627/uebergabestationen                                ;        ; EFH, MFH, kl. Industriegebäude                  ; 30      ; Plattenwärmetauscher    ; Edelstahl Kupfer gelötet        ; Externer Trinkwasserboiler,Puffer m. Hygienewendel/Frischwasserstation                                                                                                       ; EPC-Regler,Ausgang f. Primärventil/bis zu 3 Heizkreise/Boiler1/Boiler2(Zirkul.kreis), indiv. Außen- und oder raumtemp. Abhängige Regelung  ;                                     
